EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
800232,MAGOFFIN CO.,CONLEY,02/23/2019,2126,Flood, , ,0,0,40000,0,KY,EST-5, ,133347,C,153,JKL,0,0,Trained Spotter,Heavy Rain, , ,0,N,1,E,IVYTON,02/24/2019,1226,37.75,-82.97,37.7192,-82.9704,"Several observers reported flooding in and around Salyersville on the evening of the 23rd into the 24th.","Periods of rain worked back into eastern Kentucky early on February 20 as a warm frontal boundary lifted north across the Commonwealth. A cold front brought additional rainfall through the afternoon and evening, before drier conditions worked into eastern Kentucky during the morning of February 21. ||Rain quickly spread back north that evening into the 22nd with southeastern Kentucky continuing to see prolonged light rain into the afternoon of the 23rd. A cold front brought additional rain to much of eastern Kentucky late on the 23rd. ||A spike in moisture ahead of this front resulted in additional moderate to heavy rain and high rainfall rates across portions of eastern Kentucky late on the 23rd. The convection ahead of the cold front that evening resulted in the majority of the flooding and flash flooding issues across eastern Kentucky. Showers and thunderstorms capable of heavy rainfall trained over parts of Wayne, Pulaski, Rockcastle, and other counties along the I-75 corridor, resulting in deadly flash flooding and river flooding along the Cumberland River. Later in the evening, the bulk of the rainfall shifted north to counties along the Mountain Parkway. Flash flooding and river flooding occurred in Powell, Wolfe, Breathitt, Magoffin, and Johnson Counties. Lighter rainfall continued into the night as flooding issues remained widespread into the 24th.||Rainfall amounts from this event ranged from near 2 inches in portions of the Bluegrass region and northeast Kentucky, to greater than 4 inches across locations in southern and southeast Kentucky. ||This additional water on top of saturated ground continued to promote mud and rock slides across eastern Kentucky, complete with power outages from fallen debris and trees. Pikeville experienced a massive rockslide early on February 22, resulting in several cars and a building being damaged. Other impacts included countless roads being inundated with standing water, pavement and water pipes breaking, water threatening homes, roads and bridges being washed away, and rising lake levels.||Of the 33 counties across eastern Kentucky, at least 27 were forced to declare State of Emergencies due to rainfall during and before this event. This included Knott County due to over $150,000 in county road damages. Beattyville, Clay City, Harlan, Hazard, Jenkins, Monticello, Paintsville, Pikeville, Salyersville, Stanton, West Liberty, and Whitesburg also declared State of Emergencies. Additionally, the Kentucky Governor declared a State of Emergency across the entire Commonwealth.||The persistent rainfall of the winter season and the amount of rainfall from this event led to Lake Cumberland reporting their highest lake level of 756.52 feet on February 26th, breaking the old record of 751.69 feet dating back to May 1984. As a result, Wolf Creek Dam had to release at a record discharge level of 59,880 cubic feet per second. Cave Run Lake also rose to within 6 feet of their record pool elevation. Buckhorn Lake came within 10 feet of their all-time record, partially resulting in Kentucky Highway 257 near Confluence having flood waters cover the highway isolating 40 to 50 families for three weeks following the end of the flooding rains.",156
800231,MAGOFFIN CO.,FALCON,02/23/2019,2249,Flash Flood, , ,0,0,40000,0,KY,EST-5, ,133347,C,153,JKL,0,0,Trained Spotter,Heavy Rain, , ,0,N,1,N,ROYALTON,02/24/2019,40,37.78,-83,37.6966,-83.0221,"Trained spotters observed flowing water over Kentucky Highway 40 near Falcon and Kentucky Highway 7 near Royalton. Swift water rescues were performed at each location.","Periods of rain worked back into eastern Kentucky early on February 20 as a warm frontal boundary lifted north across the Commonwealth. A cold front brought additional rainfall through the afternoon and evening, before drier conditions worked into eastern Kentucky during the morning of February 21. ||Rain quickly spread back north that evening into the 22nd with southeastern Kentucky continuing to see prolonged light rain into the afternoon of the 23rd. A cold front brought additional rain to much of eastern Kentucky late on the 23rd. ||A spike in moisture ahead of this front resulted in additional moderate to heavy rain and high rainfall rates across portions of eastern Kentucky late on the 23rd. The convection ahead of the cold front that evening resulted in the majority of the flooding and flash flooding issues across eastern Kentucky. Showers and thunderstorms capable of heavy rainfall trained over parts of Wayne, Pulaski, Rockcastle, and other counties along the I-75 corridor, resulting in deadly flash flooding and river flooding along the Cumberland River. Later in the evening, the bulk of the rainfall shifted north to counties along the Mountain Parkway. Flash flooding and river flooding occurred in Powell, Wolfe, Breathitt, Magoffin, and Johnson Counties. Lighter rainfall continued into the night as flooding issues remained widespread into the 24th.||Rainfall amounts from this event ranged from near 2 inches in portions of the Bluegrass region and northeast Kentucky, to greater than 4 inches across locations in southern and southeast Kentucky. ||This additional water on top of saturated ground continued to promote mud and rock slides across eastern Kentucky, complete with power outages from fallen debris and trees. Pikeville experienced a massive rockslide early on February 22, resulting in several cars and a building being damaged. Other impacts included countless roads being inundated with standing water, pavement and water pipes breaking, water threatening homes, roads and bridges being washed away, and rising lake levels.||Of the 33 counties across eastern Kentucky, at least 27 were forced to declare State of Emergencies due to rainfall during and before this event. This included Knott County due to over $150,000 in county road damages. Beattyville, Clay City, Harlan, Hazard, Jenkins, Monticello, Paintsville, Pikeville, Salyersville, Stanton, West Liberty, and Whitesburg also declared State of Emergencies. Additionally, the Kentucky Governor declared a State of Emergency across the entire Commonwealth.||The persistent rainfall of the winter season and the amount of rainfall from this event led to Lake Cumberland reporting their highest lake level of 756.52 feet on February 26th, breaking the old record of 751.69 feet dating back to May 1984. As a result, Wolf Creek Dam had to release at a record discharge level of 59,880 cubic feet per second. Cave Run Lake also rose to within 6 feet of their record pool elevation. Buckhorn Lake came within 10 feet of their all-time record, partially resulting in Kentucky Highway 257 near Confluence having flood waters cover the highway isolating 40 to 50 families for three weeks following the end of the flooding rains.",157
800209,MAGOFFIN CO.,SALYERSVILLE,02/23/2019,2249,Flash Flood, , ,0,0,250000,0,KY,EST-5, ,133347,C,153,JKL,0,0,Trained Spotter,Heavy Rain, , ,1,ESE,1,NE,SALYERSVILLE,02/24/2019,240,37.7461,-83.0605,37.7554,-83.0608,"Rapidly rising water entering a nursing home in Salyersville led to its evacuation. Several other buildings and roads near and in Salyersville also experienced water inundation.","Periods of rain worked back into eastern Kentucky early on February 20 as a warm frontal boundary lifted north across the Commonwealth. A cold front brought additional rainfall through the afternoon and evening, before drier conditions worked into eastern Kentucky during the morning of February 21. ||Rain quickly spread back north that evening into the 22nd with southeastern Kentucky continuing to see prolonged light rain into the afternoon of the 23rd. A cold front brought additional rain to much of eastern Kentucky late on the 23rd. ||A spike in moisture ahead of this front resulted in additional moderate to heavy rain and high rainfall rates across portions of eastern Kentucky late on the 23rd. The convection ahead of the cold front that evening resulted in the majority of the flooding and flash flooding issues across eastern Kentucky. Showers and thunderstorms capable of heavy rainfall trained over parts of Wayne, Pulaski, Rockcastle, and other counties along the I-75 corridor, resulting in deadly flash flooding and river flooding along the Cumberland River. Later in the evening, the bulk of the rainfall shifted north to counties along the Mountain Parkway. Flash flooding and river flooding occurred in Powell, Wolfe, Breathitt, Magoffin, and Johnson Counties. Lighter rainfall continued into the night as flooding issues remained widespread into the 24th.||Rainfall amounts from this event ranged from near 2 inches in portions of the Bluegrass region and northeast Kentucky, to greater than 4 inches across locations in southern and southeast Kentucky. ||This additional water on top of saturated ground continued to promote mud and rock slides across eastern Kentucky, complete with power outages from fallen debris and trees. Pikeville experienced a massive rockslide early on February 22, resulting in several cars and a building being damaged. Other impacts included countless roads being inundated with standing water, pavement and water pipes breaking, water threatening homes, roads and bridges being washed away, and rising lake levels.||Of the 33 counties across eastern Kentucky, at least 27 were forced to declare State of Emergencies due to rainfall during and before this event. This included Knott County due to over $150,000 in county road damages. Beattyville, Clay City, Harlan, Hazard, Jenkins, Monticello, Paintsville, Pikeville, Salyersville, Stanton, West Liberty, and Whitesburg also declared State of Emergencies. Additionally, the Kentucky Governor declared a State of Emergency across the entire Commonwealth.||The persistent rainfall of the winter season and the amount of rainfall from this event led to Lake Cumberland reporting their highest lake level of 756.52 feet on February 26th, breaking the old record of 751.69 feet dating back to May 1984. As a result, Wolf Creek Dam had to release at a record discharge level of 59,880 cubic feet per second. Cave Run Lake also rose to within 6 feet of their record pool elevation. Buckhorn Lake came within 10 feet of their all-time record, partially resulting in Kentucky Highway 257 near Confluence having flood waters cover the highway isolating 40 to 50 families for three weeks following the end of the flooding rains.",158
816122,MAGOFFIN CO.,MASON,05/29/2019,1252,Thunderstorm Wind,53.00, ,0,0,0,0,KY,EST-5,EG,135959,C,153,JKL,0,0,911 Call Center, , , ,0,N,0,N,MASON,05/29/2019,1252,37.72,-83.05,37.72,-83.05,"Dispatch reported multiple trees blown down along Kentucky Highway 7 south of Salyersville near the Mason area.","The combination of an upper level impulse and southward sagging frontal boundary out of the Ohio Valley brought a line of strong to severe thunderstorms across eastern Kentucky. The most intense of these storms moved through far eastern Kentucky, including Prestonsburg where a 70-80 mph downburst blew half the roof off of a hock shop building.||A man driving on West Court Street was crushed by this roof, resulting in his death. Damage stretched for about 1 mile through the city. Severe winds blew out a few of the windows of a 2 story building on West Court Street, while a large healthy poplar tree was uprooted.||Elsewhere, from West Liberty and Jackson eastward through Pike County, mainly tree damage was sustained. In Letcher County, a rotating supercell produced quarter to golf ball sized hail near Jenkins, while Somerset experienced isolated damage from a thunderstorm wind gust on the southwest flank of the line of storms.",159
815830,MAGOFFIN CO.,CYRUS,05/29/2019,1253,Thunderstorm Wind,52.00, ,0,0,0,0,KY,EST-5,EG,135959,C,153,JKL,0,0,NWS Employee, , , ,1,SW,1,S,IVYTON,05/29/2019,1300,37.7933,-83.0422,37.7022,-82.9771,"An NWS Employee and local media relayed reports of trees and large limbs blown down from Cyrus through Ivyton.","The combination of an upper level impulse and southward sagging frontal boundary out of the Ohio Valley brought a line of strong to severe thunderstorms across eastern Kentucky. The most intense of these storms moved through far eastern Kentucky, including Prestonsburg where a 70-80 mph downburst blew half the roof off of a hock shop building.||A man driving on West Court Street was crushed by this roof, resulting in his death. Damage stretched for about 1 mile through the city. Severe winds blew out a few of the windows of a 2 story building on West Court Street, while a large healthy poplar tree was uprooted.||Elsewhere, from West Liberty and Jackson eastward through Pike County, mainly tree damage was sustained. In Letcher County, a rotating supercell produced quarter to golf ball sized hail near Jenkins, while Somerset experienced isolated damage from a thunderstorm wind gust on the southwest flank of the line of storms.",160
816155,MAGOFFIN CO.,FORAKER,05/31/2019,1318,Hail,0.88, ,0,0,0,0,KY,EST-5, ,136014,C,153,JKL,0,0,Trained Spotter, , , ,1,NNE,1,NNE,FORAKER,05/31/2019,1318,37.69,-83.12,37.69,-83.12,"A trained spotter observed nickel sized hail near Hendricks.","Numerous showers and thunderstorms developed this afternoon as an upper level trough moved across eastern Kentucky. Repeated rounds of thunderstorms and heavy rain led to isolated flash flooding in southeastern Montgomery County, while a portion of Pike County experienced flooding issues. Elsewhere, isolated small hail up to nickel size occurred due to cold temperatures aloft.",161
817279,MAGOFFIN CO.,SEITZ,06/05/2019,1802,Hail,0.75, ,0,0,0,0,KY,EST-5, ,136182,C,153,JKL,0,0,Trained Spotter, , , ,1,S,1,S,SEITZ,06/05/2019,1802,37.69,-83.17,37.69,-83.17,"A trained spotter observed penny sized hail near Eugene.","Severe storms developed across eastern Kentucky during the evening hours of June 5, 2019. These thunderstorms developed ahead of an approaching frontal boundary.  The main threat early on was large hail.  An organized line of showers and storms then moved in from the north, producing more localized wind damage.||Significant hail up to 2 inches in diameter was reported in Wolfe County with the early storms.  There were also numerous trees blown down in areas, generally along and north of the Mountain Parkway.",162
817280,MAGOFFIN CO.,FORAKER,06/05/2019,1809,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,136182,C,153,JKL,0,0,NWS Employee, , , ,1,N,1,N,FORAKER,06/05/2019,1809,37.68,-83.13,37.68,-83.13,"An NWS Employee observed large limbs down along Kentucky Highway 30 southwest of Hendricks.","Severe storms developed across eastern Kentucky during the evening hours of June 5, 2019. These thunderstorms developed ahead of an approaching frontal boundary.  The main threat early on was large hail.  An organized line of showers and storms then moved in from the north, producing more localized wind damage.||Significant hail up to 2 inches in diameter was reported in Wolfe County with the early storms.  There were also numerous trees blown down in areas, generally along and north of the Mountain Parkway.",163
819390,MAGOFFIN CO.,SALYERSVILLE,06/16/2019,1815,Hail,0.88, ,0,0,0,0,KY,EST-5, ,136541,C,153,JKL,0,0,Broadcast Media, , , ,1,E,1,E,SALYERSVILLE,06/16/2019,1815,37.75,-83.06,37.75,-83.06,"Broadcast media relayed a report of nickel sized hail in Salyersville.","Rich moisture return occurred this morning and afternoon ahead of a frontal boundary across the lower Ohio Valley. This along with an upper level disturbance led to widespread thunderstorms along and north of Mountain Parkway, with more isolated coverage farther south. Damaging winds were observed in the Bluegrass region and east of Beattyville, while isolated hail was also reported farther south.||Additional thunderstorms developed overnight into the 17th across the Lake Cumberland region, resulting in a few downed trees due to the saturated ground.",164
820784,MAGOFFIN CO.,TIP TOP,06/23/2019,1957,Thunderstorm Wind,51.00, ,0,0,2000,0,KY,EST-5,EG,136790,C,153,JKL,0,0,911 Call Center, , , ,1,NNW,1,NNW,TIP TOP,06/23/2019,1957,37.65,-83.08,37.65,-83.08,"Dispatch relayed a report of a tree blown down onto powerlines southwest of Royalton.","A line of severe thunderstorms tracked across Kentucky this afternoon, reaching eastern Kentucky and the Interstate 75 corridor during the early evening. This line produced numerous reports of wind damage, including the destruction of a mobile home in East Bernstadt due to a tree falling onto it. In Monticello, a tree was struck by lightning, causing it to fall onto a house while also downing a powerline. This line of storms began to weaken as the sun set during the mid evening hours, losing much of its intensity by the time it reached U.S. Highway 23.",165
821093,MAGOFFIN CO.,HENDRICKS,06/24/2019,1614,Thunderstorm Wind,51.00, ,0,0,10000,0,KY,EST-5,EG,136800,C,153,JKL,0,0,NWS Employee, , , ,1,S,3,ESE,IVYTON,06/24/2019,1622,37.7,-83.12,37.7,-82.94,"An NWS Employee and dispatch reported trees blown down on Mountain Parkway and Kentucky Highway 114 from near Ivyton to east of Salyersville. A vehicle that had pulled over due to heavy rain was struck by a tree, but the occupants were not injured. Powerlines were also blown down southwest of Salyersville.","Mini supercell thunderstorms developed across eastern Kentucky this afternoon as an upper level system swung through the Ohio Valley. Several of these storms produced damaging winds, including after they merged into line segments. Downed trees resulted in damage to a few homes and vehicles as well as numerous power outages, but fortunately no injuries were reported.",166
826068,MAGOFFIN CO.,SALYERSVILLE,07/02/2019,1627,Thunderstorm Wind,51.00, ,0,0,0,0,KY,EST-5,EG,137522,C,153,JKL,0,0,911 Call Center, , , ,2,NNW,2,NNW,SALYERSVILLE,07/02/2019,1627,37.7709,-83.0875,37.7709,-83.0875,"Dispatch reported trees blown down along Kentucky Highway 2019 northwest of Salyersville.","Severe thunderstorm winds developed from Lake Cumberland into the Bluegrass region, as well as farther east to near Salyersville this afternoon and early evening. Damage included several downed trees, one of these falling onto a house near Somerset. An out building was also destroyed in Fleming County. Multiple rounds of heavy rain led to an instance of flash flooding near Somerset.",167
848888,MAGOFFIN (ZONE), ,09/24/2019,700,Drought, , ,0,0,0,0,KY,EST-5, ,141364,Z,109,JKL,0,0,Drought Monitor, , , , , , , , ,09/30/2019,2359, , , , ,"","The first severe drought since the fall of 2016 developed across portions of eastern Kentucky on September 24th, lasting through the end of the month into October.||Jackson recorded it's hottest September ever while September 2019 ended up being the driest single month in Jackson's relatively short climatological history (records date back to 1981). In fact, Jackson only saw a trace of precipitation for the entire month. London also experienced its warmest and driest September in history, while seeing September 2019 rank as its third driest overall month (records date back to 1954). An astounding 10 maximum temperature records were set at Jackson for the month while London tied or broke 9 maximum temperature records.||This late summer heat and persistent dry weather led to increasing drought intensity across much of eastern Kentucky. Large rainfall deficits of generally 5% or less of normal deprived soil moisture, thus resulting in escalating drought impacts and the onset of water issues as several ponds and creeks began to dry up.||Severe drought (D2) extended roughly from areas along Mountain Parkway, southward to the Harlan and Letcher County lines.||In Kentucky 86 percent of topsoil was short or very short of moisture by the end of September, along with 78 percent of subsoil moisture. Streams across eastern Kentucky were running near to below normal. Moisture levels in corn and soybeans were extremely low. Pasture and hay conditions deteriorated with many farmers already supplementing feed for livestock well in advance of the winter months.||Burn bans were put into effect for most counties in eastern Kentucky. According to the United States Forest Service, wildfire danger was labeled as moderate to high throughout the severe drought region. The United States Forest Service also implemented fire restrictions in the Daniel Boone National Forest. ||Fire weather season resultantly began early as the fall fire season in Kentucky typically begins on October 1st. There were a couple of notable wildfires that occurred. One was in mid September in Perry County where one home was threatened as the fire spread into kudzu near it. Toward the end of the month, a wildfire broke out at Sky Bridge in the Red River Gorge, forcing Daniel Boone National Forest officials to close it for a period of time.",168
851819,MAGOFFIN (ZONE), ,10/01/2019,0,Drought, , ,0,0,0,0,KY,EST-5, ,141851,Z,109,JKL,0,0,Drought Monitor, , , , , , , , ,10/22/2019,659, , , , ,"","Late summer and early fall heat combined with persistent dry weather led to increasing drought intensity across eastern Kentucky. This dry period contributed to a 7 day stretch of temperatures in the 90s from September 27th through October 3rd. This was the first time temperatures ever climbed into the 90s in the month of October since records began at Jackson. Large rainfall deficits created high evapotranspiration rates and soil moisture losses, resulting in escalated drought impacts throughout the month. Level 1 and 2 drought declarations were issued on October 3rd for much of eastern Kentucky.||After a 37 day streak without measurable rain at the Jackson, Kentucky NWS office, a heavy rain event that occurred primarily on October 7th brought significant amounts of precipitation to many locations across eastern Kentucky. However, there was a sharp cutoff to this heavy rainfall, with much of the far southeast portion of the state only seeing around a half of an inch of total accumulation as opposed to 2 inches or more toward the Bluegrass region. This led to the expansion of Extreme Drought (D3) across a majority of southeast Kentucky, especially closer to the Virginia border. This rainfall that fell across eastern Kentucky was quickly absorbed by the dry soils, not offering much relief to the top soils or streams and rivers. ||At the beginning of the month, extreme drought (D3) extended roughly from areas east of the Daniel Boone National Forest, along Mountain Parkway and southward to the Letcher County line. Severe drought (D2) generally remained south of the Interstate 64 corridor, while shrinking with extent through the month due to sufficient enough rainfall.||Burn bans were in effect for most counties in eastern Kentucky at the beginning of the month, with many of these being lifted into the second week of October. According to the United States Forest Service, wildfire danger was very high throughout the drought region. The United States Forest Service also implemented fire restrictions in the Daniel Boone National Forest.||Soil moisture remained very low compared to normal. In addition, crop moisture was excessively dry with yield prospects reduced. Pasture and hay conditions were also poor. Many farmers were supplementing feed for livestock well in advance of the winter months. This all led to 15 counties across eastern Kentucky being declared as primary disaster areas by the U.S. Department of Agriculture. Forage specialists said that at this time of year, regrowth would only be minimal, but the Agricultural Weather Center at the University of Kentucky reported that the widespread early-mid month rains likely promoted pasture growth and at least somewhat replenished ponds.||Streams across eastern Kentucky ran near to below normal in early October, before running near normal by mid month.||In Harlan County, the community of Benham experienced a water shortage as the mountain streams that normally provide the town's water had seen substantially lower flows. After dry conditions resulted in this low flow of water into the town, the town got approval to begin pumping water from the nearby Cumberland River. However, upon hooking up to the river, pressures within the pipe lines increased to a level that they could not handle, resulting in multiple line breaks and loss of water to the city once again. Several closures, including a local elementary school, resulted because of the lack of water. This appeared to the be the only water shortage impact in the region from the drought.",169
864913,MAGOFFIN (ZONE), ,01/11/2020,2240,High Wind,50.00, ,0,0,0,0,KY,EST-5,EG,143981,Z,109,JKL,0,0,Emergency Manager, , , , , , , , ,01/11/2020,2240, , , , ,"","Strong environmental winds, and winds associated with intense rain showers immediately along a cold front, damaged structures, downed trees, and caused power outages all across eastern Kentucky on January 11, 2020. The first bout of winds and damage occurred from late morning through late afternoon as gusty winds developed ahead of a strong low pressure system, while the second episode of winds and damage occurred between roughly 9 pm and midnight as a line of showers and the cold front moved through eastern Kentucky.||In Rockcastle County, a tobacco barn was destroyed in the town of Hiatt due to strong gusty winds, while a mobile home was blown over. In Pulaski County, near Somerset, the roof of a deck was blown into the yard of a neighbor's house, causing damage to the inside of the neighbor's house as part of the roof went through the wall. Several docks at Conley Bottom Resort in Wayne County were damaged as well. A tree and a utility pole were both blown down near the intersection of Kentucky Highway 114 and Woodland Hills Road, while a trailer in Harold had its roof torn off in Floyd County.||Earlier day heavy rainfall led to a large mudslide along U.S. Highway 421 near Hyden. This caused large trees and rocks to fall into the road, subsequently blocking both lanes of U.S. 421 in Hyden in front of the high school. Additionally in Leslie County, a tree was blown down in front of Davidson's Garage on U.S. 421. Several transformers were also blown near Hosea, including on Owls Nest Road at the ambulance service in Hyden thus causing power outages.",170
868217,MAGOFFIN CO.,SEITZ,02/06/2020,600,Heavy Rain, , ,0,0,20000,0,KY,EST-5, ,144560,C,153,JKL,0,0,Emergency Manager, , , ,3,SSW,0,NNE,SALYERSVILLE,02/06/2020,1700,37.6597,-83.1994,37.7526,-83.0688,"Local Emergency Management reported several mudslides, due to previous heavy rainfall, across southwestern to central portions of Magoffin County, including southwest of and near Salyersville.","Beginning on February 3rd, numerous rounds of rainfall began to impact eastern Kentucky. This continued through February 7th, highlighted by heavy rainfall from the evening of February 5th through the first half of February 6th. Rain amounts of 4-6 inches fell across much of southeastern Kentucky over this period. This led to major flooding and numerous mudslides across portions of Whitley, Perry, Letcher, Leslie, Knox, Harlan, Clay, and Bell Counties. The Governor subsequently declared a State of Emergency for these 8 counties.||Major flooding occurred along the Cumberland River at Pineville, Barbourville, and Williamsburg. Additionally, the communities of Loyall and Baxter experienced major flooding. Numerous roads became impassable across large portions of Whitley, Knox, Clay, Leslie, Letcher, Harlan, Perry, and Bell counties. In particular, Harlan County was hit extremely hard with the Kentucky Mesonet site on Black Mountain (4031 foot elevation) receiving over 6.5 inches of rain over this stretch. ||Flood gates were closed in Pineville and Harlan, further impacting local travel. A couple of mobile homes were flooded and swept down the Cumberland River in Harlan County, while swift water rescues took place in Bell and Harlan Counties. Elkhorn Dam in Jenkins had water rushing over it for a period of time on February 6. A man went missing in Whitley County and was later found deceased in his car on Kentucky Highway 779 after his attempt to drive into flood waters. A total of seven homes were reported to have been in or under water across Whitley County as the Cumberland River in Williamsburg crested to its third highest stage on record of 34.84 feet. The city of Pineville saw the river rise to its second highest crest in history at 1019.06 feet, leading to several families being stranded without homes.||While impacts were certainly greatest along the Cumberland River, several portions of the Kentucky River also flooded. Several roads were impacted in Hazard and Whitesburg, while Booneville, Heidelberg, and Ravenna also exceeded flood stage. Along the Levisa Fork of the Big Sandy River, a rarity occurred as Pikeville hit flood stage and forced the city to shut its flood gates.",171
868522,MAGOFFIN (ZONE), ,02/12/2020,2100,Strong Wind,37.00, ,0,0,200,0,KY,EST-5,EG,144600,Z,109,JKL,0,0,Trained Spotter, , , , , , , , ,02/12/2020,2100, , , , ,"A trained spotter observed a children's wooden playground was flipped and tossed 40-50 feet from its origin near Kernie.","Beginning Monday, February 10, light rain moved back into eastern Kentucky. This caused additional issues, while another round on Wednesday, February 12 into Thursday, February 13 brought continued river flooding along points on the Kentucky and Cumberland Rivers. Gusty winds up to 40 to 45 mph resulted in an isolated downed tree in the Blackey community of Letcher County due to the saturated nature of the ground, as well as a children's wooden playground being flipped and tossed 40-50 feet from its origin near Kernie in Magoffin County. In addition to high water on area roads, mudslides also continued to impact multiple highways. One of these near Williamson in northeast Pike County on Kentucky Highway 292 resulted in a multi day road closure. ||The town of Confluence in Leslie County once again experienced flooding issues as water levels rose at Buckhorn Lake. This impacted spots along Kentucky Highway 257, including homes.",172
876434,MAGOFFIN CO.,SALYERSVILLE,04/08/2020,2355,Thunderstorm Wind,47.00, ,0,0,0,150,KY,EST-5,EG,145891,C,153,JKL,0,0,Public, , , ,1,S,1,S,SALYERSVILLE,04/08/2020,2355,37.74,-83.07,37.74,-83.07,"A citizen observed small hail and trees downed near Salyersville.","A strong cold front sparked a second line of showers and thunderstorms that pushed east of Interstate 75 and into eastern Kentucky during the late evening hours of April 8th. These continued to move through the coalfields through the early morning hours of the 9th, producing numerous reports of wind damage. The most extensive of this was found in portions of Fleming County, as well as near Brodhead in Rockcastle County.",173
876198,MAGOFFIN (ZONE), ,04/12/2020,2200,Strong Wind,38.00, ,0,0,2500,5000,KY,EST-5,EG,145844,Z,109,JKL,0,0,Department of Highways, , , , , , , , ,04/12/2020,2300, , , , ,"","A strong storm system and associated cold front approached eastern Kentucky on Easter Sunday, with rainfall beginning during the afternoon. As the low pressure system intensified and moved into the Ohio Valley during the evening of the 12th, wind speeds began to drastically increase across eastern Kentucky. The Kentucky Mesonet station in Dorton, (positioned at 2774 feet elevation) recorded a 79 mph wind gust.||Several other gusts of 40+ mph occurred, leading to numerous instances of damage across eastern Kentucky. This includes downed trees, power lines, and structural damage, causing several roadways to be blocked for a period of time into the morning of the 13th. As many as 70,000 to 75,000 power outages were reported across eastern Kentucky. As a result of these winds, Kentucky Power reported 318 poles had to be replaced while a total of 33 miles of electric wire were downed. A few notable areas of damage include:||- Pikeville where widespread tree and structural damage occurred, including to a marina on Fishtrap Lake and to the roof of a grocery store. An amateur radio and radio station tower were also blown over.|- Roof damage in Hi Hat in Floyd County.|- A tree blown onto a car in Cumberland in Harlan County.|- Trees blown onto homes in Barbourville.|- Uprooted/snapped trees, power poles shifted several inches, and roof damage near Smilax in Leslie County.|- A barn destroyed in Stinnett in Leslie County.|- Roofs blown off of homes/apartments from Hollyhill to Whitley City, multiple trees downed on homes and across roadways, and hardwood trees snapped in McCreary County.|- A tree falling into a house in Corbin and one on top of a car in Williamsburg.|- A garage having its roof blown off and door blown out in Hazard.|- A tree falling onto a home in Pippa Passes in Knott County.|- A tree falling onto and destroying a home in Blackey in Letcher County.||...HIGHEST WIND REPORTS FROM SUNDAY EVENING TO EARLY MONDAY MORNING...|  |3 E Dorton: 79 MPH @ 1010 PM 04/12  |1 WNW Yellow Mountain: 55 MPH @ 1045 PM 04/12 |3 WNW Pleasant: 53 MPH @ 1209 AM 04/13 |London-Corbin Apt: 49 MPH @ 953 PM 04/12  |1 WNW Big Black Mountain: 46 MPH @ 805 PM 04/12  |Shelbiana: 46 MPH @ 930 PM 04/12  |Pike County Apt: 45 MPH @ 1115 PM 04/12 |Owingsville 4 S: 45 MPH @ 115 AM 04/13 |NWS Jackson: 44 MPH @ 215 AM 04/13 |Peabody: 43 MPH @ 1101 PM 04/12 |2 N Marshes Siding: 42 MPH @ 950 PM 04/12  |Crown: 41 MPH @ 915 PM 04/12  |Williamsburg: 40 MPH @ 937 PM 04/12   |Jackson Apt RAWS: 40 MPH @ 1115 PM 04/12|NWS Jackson: 40 MPH @ 1120 PM 04/12||Widespread rainfall of 1-2 inches fell, with 3-4 inches over portions of southeast Kentucky and the upper Cumberland Valley. A swift water rescue took place in Bell County as a motorist became stranded in flood waters.",174
879928,MAGOFFIN CO.,YALE,05/03/2020,1815,Thunderstorm Wind,50.00, ,0,0,0,100,KY,EST-5,EG,146434,C,153,JKL,0,0,911 Call Center, , , ,31,ESE,31,ESE,YALE,05/03/2020,1815,37.8103,-83.0154,37.8103,-83.0154,"Dispatch reported a tree downed on Mine Fork Road northeast of Salyersville.","A line of showers and thunderstorms redeveloped across the lower Ohio Valley along and ahead of a slowly southward sagging cool front this afternoon and evening. These entered portions of the Bluegrass region, particularly Montgomery County, by early evening. Segments of this line of storms continued to maintain severe intensity until near sundown when they lost their strength and associated downdraft winds diminished significantly. Tree and powerline damage led to nearly 1,000 power outages.",175
